"nome","date","newDeaths","deaths","newCases","totalCases","recovered","totalRecovered","populacao","CENTROID_X","CENTROID_Y","deaths_by_totalCases","totalCases_per_100k_inhabitants","deaths_per_100k_inhabitants","meanCases","tendencia_casos","last14AvgCases","meanDeaths","tendencia_obitos","meanRecovered","nrDiasDobraCasos","nrDiasDobraMortes"
"1ª Bda C Mec","2020-07-06",3,48,12,1452,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03305785123966942,0,0,51,"Crescendo 2","33|34|42|48|49|52|51|55|57|50|47|54|54|51",1,"Aproximadamente o mesmo",NaN,15,21
"2ª Bda C Mec","2020-07-06",1,10,3,200,NaN,NaN,10.072854871788168,-56.216524268499995,-29.86198892635,0.05,19.85534414480205,0.9927672072401025,7,"Crescendo 2","4|4|5|4|5|4|5|6|8|8|7|7|7|7",0,"Diminuindo",NaN,19,19
"15ª Bda Inf Mtz","2020-07-06",11,368,441,16811,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.02189042888584855,0,0,742,"Crescendo 2","415|463|457|463|466|493|477|546|541|622|683|734|702|742",11,"Crescendo 3",NaN,14,19
"8ª Bda Inf Mtz","2020-07-06",25,482,310,18671,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.025815435702426223,0,0,655,"Crescendo 2","399|463|502|528|556|559|566|578|577|590|605|635|643|655",21,"Crescendo 3",NaN,18,15
"3ª Bda C Mec","2020-07-06",0,15,12,752,NaN,NaN,44.747906743440964,-54.61908440495,-30.997590611249997,0.0199468085106383,16.805255367844133,0.3352112107947633,15,"Diminuindo","25|27|25|25|24|22|21|19|16|15|14|13|14|15",0,"Diminuindo",NaN,20,0
"5ª Bda C Bld","2020-07-07",3,105,163,4011,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.02617801047120419,0,0,151,"Crescendo 2","91|100|101|97|94|85|95|96|108|121|133|133|149|151",3,"Crescendo 3",NaN,18,22
"14ª Bda Inf Mtz","2020-07-07",12,399,1481,33962,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011748424709969967,0,0,1247,"Crescendo 2","802|866|903|912|923|972|974|876|914|1011|1124|1191|1216|1247",10,"Crescendo 3",NaN,16,22
"AD/5","2020-07-07",11,364,653,13174,NaN,NaN,1315.5758299788474,-48.940353771,-25.2165291457,0.02763018065887354,10.013865943563147,0.27668492511439086,765,"Crescendo 3","273|276|265|305|315|334|368|408|489|557|673|699|746|765",15,"Crescendo 2",NaN,10,16
"6ª Bda Inf Bld","2020-07-07",0,90,79,5038,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.017864231838030965,0,0,68,"Crescendo 3","47|45|50|54|53|52|56|58|55|57|71|71|73|68",1,"Diminuindo",NaN,0,0
"AD/3","2020-07-07",3,117,232,6600,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017727272727272727,0,0,170,"Crescendo 3","120|129|134|149|150|154|155|164|159|163|165|170|162|170",2,"Aproximadamente o mesmo",NaN,23,0
"1ª Bda C Mec","2020-07-07",0,48,51,1503,NaN,NaN,514.7227996295314,-55.1459490654,-28.37737602875,0.031936127744510975,2.9200183109855926,0.09325407779594706,48,"Crescendo 3","34|42|48|49|52|51|55|57|50|47|54|54|51|48",1,"Aproximadamente o mesmo",NaN,15,22
"2ª Bda C Mec","2020-07-07",0,10,4,204,NaN,NaN,10.282237340733833,-56.216524268499995,-29.86198892635,0.049019607843137254,19.840039987390597,0.9725509797740489,5,"Crescendo 3","4|5|4|5|4|5|6|8|8|7|7|7|7|5",0,"Diminuindo",NaN,20,20
"15ª Bda Inf Mtz","2020-07-07",16,384,745,17553,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.0218766022902068,0,0,722,"Crescendo 2","463|457|463|466|493|477|546|541|622|683|734|702|742|722",11,"Crescendo 3",NaN,14,20
"8ª Bda Inf Mtz","2020-07-07",31,513,1023,19692,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.026051188299817184,0,0,673,"Crescendo 3","463|502|528|556|559|566|578|577|590|605|635|643|655|673",21,"Crescendo 2",NaN,17,15
"3ª Bda C Mec","2020-07-07",0,15,12,763,NaN,NaN,42.705971189428524,-54.61908440495,-30.997590611249997,0.019659239842726082,17.866354019104328,0.3512389387766251,15,"Diminuindo","27|25|25|24|22|21|19|16|15|14|13|14|15|15",0,"Diminuindo",NaN,21,0
"5ª Bda C Bld","2020-07-08",6,111,115,4122,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.026928675400291122,0,0,152,"Crescendo 2","100|101|97|94|85|95|96|108|121|133|133|149|151|152",4,"Crescendo 3",NaN,18,23
"14ª Bda Inf Mtz","2020-07-08",11,410,1440,35388,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011585848310161637,0,0,1324,"Crescendo 2","866|903|912|923|972|974|876|914|1011|1124|1191|1216|1247|1324",11,"Crescendo 3",NaN,16,22
"AD/5","2020-07-08",25,390,845,14021,NaN,NaN,Infinity,-48.940353771,-25.2165291457,0.02781541972755153,0,0,799,"Crescendo 3","276|265|305|315|334|368|408|489|557|673|699|746|765|799",18,"Crescendo 2",NaN,10,16
"6ª Bda Inf Bld","2020-07-08",0,90,88,5126,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.017557549746390948,0,0,71,"Crescendo 2","45|50|54|53|52|56|58|55|57|71|71|73|68|71",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-07-08",3,120,263,6867,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.01747487986020096,0,0,175,"Crescendo 3","129|134|149|150|154|155|164|159|163|165|170|162|170|175",2,"Aproximadamente o mesmo",NaN,23,0
"1ª Bda C Mec","2020-07-08",1,49,62,1565,NaN,NaN,511.4732742464631,-55.1459490654,-28.37737602875,0.031309904153354634,3.0597884167176934,0.0958016820569757,49,"Crescendo 3","42|48|49|52|51|55|57|50|47|54|54|51|48|49",1,"Aproximadamente o mesmo",NaN,15,23
"2ª Bda C Mec","2020-07-08",0,10,5,209,NaN,NaN,10.472778990971209,-56.216524268499995,-29.86198892635,0.04784688995215311,19.956498669568322,0.9548563956731254,4,"Diminuindo","5|4|5|4|5|6|8|8|7|7|7|7|5|4",0,"Diminuindo",NaN,20,21
"15ª Bda Inf Mtz","2020-07-08",11,395,450,18003,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.02194078764650336,0,0,694,"Crescendo 2","457|463|466|493|477|546|541|622|683|734|702|742|722|694",11,"Crescendo 3",NaN,15,20
"8ª Bda Inf Mtz","2020-07-08",27,540,1309,21008,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.025704493526275705,0,0,743,"Crescendo 3","502|528|556|559|566|578|577|590|605|635|643|655|673|743",22,"Crescendo 3",NaN,16,15
"3ª Bda C Mec","2020-07-08",1,16,19,782,NaN,NaN,39.17103669541736,-54.61908440495,-30.997590611249997,0.020460358056265986,19.963729989599347,0.40846506372581787,14,"Diminuindo","25|25|24|22|21|19|16|15|14|13|14|15|15|14",0,"Diminuindo",NaN,21,0
"5ª Bda C Bld","2020-07-09",8,119,141,4265,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.027901524032825323,0,0,142,"Crescendo 3","101|97|94|85|95|96|108|121|133|133|149|151|152|142",4,"Crescendo 2",NaN,18,23
"14ª Bda Inf Mtz","2020-07-09",16,426,1561,36953,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011528157389115903,0,0,1368,"Crescendo 2","903|912|923|972|974|876|914|1011|1124|1191|1216|1247|1324|1368",11,"Crescendo 3",NaN,16,21
"AD/5","2020-07-09",19,409,891,14912,NaN,NaN,Infinity,-48.940353771,-25.2165291457,0.027427575107296136,0,0,805,"Crescendo 3","265|305|315|334|368|408|489|557|673|699|746|765|799|805",17,"Crescendo 2",NaN,10,16
"6ª Bda Inf Bld","2020-07-09",1,91,69,5191,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.017530340974764014,0,0,74,"Crescendo 3","50|54|53|52|56|58|55|57|71|71|73|68|71|74",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-07-09",5,125,102,6966,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017944300890037325,0,0,162,"Crescendo 3","134|149|150|154|155|164|159|163|165|170|162|170|175|162",3,"Crescendo 3",NaN,24,0
"1ª Bda C Mec","2020-07-09",2,51,43,1605,NaN,NaN,481.5693296072934,-55.1459490654,-28.37737602875,0.03177570093457944,3.3328534466861366,0.10590375438068098,50,"Aproximadamente o mesmo","48|49|52|51|55|57|50|47|54|54|51|48|49|50",1,"Diminuindo",NaN,16,22
"2ª Bda C Mec","2020-07-09",0,10,9,218,NaN,NaN,11.057933847584,-56.216524268499995,-29.86198892635,0.045871559633027525,19.714351976127066,0.9043280722994067,4,"Aproximadamente o mesmo","4|5|4|5|6|8|8|7|7|7|7|5|4|4",0,"Diminuindo",NaN,21,22
"15ª Bda Inf Mtz","2020-07-09",10,405,661,18666,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.021697203471552556,0,0,644,"Crescendo 3","463|466|493|477|546|541|622|683|734|702|742|722|694|644",11,"Crescendo 3",NaN,16,20
"8ª Bda Inf Mtz","2020-07-09",37,577,647,21646,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.026656195139979674,0,0,730,"Crescendo 3","528|556|559|566|578|577|590|605|635|643|655|673|743|730",25,"Crescendo 2",NaN,17,14
"3ª Bda C Mec","2020-07-09",0,16,26,808,NaN,NaN,39.941115094108866,-54.61908440495,-30.997590611249997,0.019801980198019802,20.22978071834495,0.4005897171949495,16,"Diminuindo","25|24|22|21|19|16|15|14|13|14|15|15|14|16",0,"Diminuindo",NaN,22,0
"5ª Bda C Bld","2020-07-10",6,125,158,4423,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.028261361067148993,0,0,139,"Crescendo 3","97|94|85|95|96|108|121|133|133|149|151|152|142|139",5,"Crescendo 3",NaN,18,22
"14ª Bda Inf Mtz","2020-07-10",13,439,1663,38619,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011367461612159818,0,0,1371,"Crescendo 2","912|923|972|974|876|914|1011|1124|1191|1216|1247|1324|1368|1371",11,"Crescendo 3",NaN,17,22
"AD/5","2020-07-10",12,421,1131,16044,NaN,NaN,3096.301427984451,-48.940353771,-25.2165291457,0.0262403390675642,5.181666053244662,0.13596867417202707,863,"Crescendo 3","305|315|334|368|408|489|557|673|699|746|765|799|805|863",17,"Crescendo 2",NaN,10,17
"6ª Bda Inf Bld","2020-07-10",4,95,33,5224,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.01818529862174579,0,0,66,"Crescendo 3","54|53|52|56|58|55|57|71|71|73|68|71|74|66",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-07-10",4,129,181,7149,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.0180444817456987,0,0,162,"Crescendo 3","149|150|154|155|164|159|163|165|170|162|170|175|162|162",3,"Crescendo 3",NaN,24,0
"1ª Bda C Mec","2020-07-10",1,52,16,1622,NaN,NaN,479.8052587785941,-55.1459490654,-28.37737602875,0.032059186189889025,3.380538187782704,0.10837730318415574,42,"Diminuindo","49|52|51|55|57|50|47|54|54|51|48|49|50|42",1,"Diminuindo",NaN,17,19
"2ª Bda C Mec","2020-07-10",0,10,13,231,NaN,NaN,10.986835364641294,-56.216524268499995,-29.86198892635,0.04329004329004329,21.025162599907752,0.9101801991302058,5,"Aproximadamente o mesmo","5|4|5|6|8|8|7|7|7|7|5|4|4|5",0,"Diminuindo",NaN,20,23
"15ª Bda Inf Mtz","2020-07-10",29,434,785,19450,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.022313624678663237,0,0,617,"Crescendo 3","466|493|477|546|541|622|683|734|702|742|722|694|644|617",14,"Crescendo 2",NaN,16,18
"8ª Bda Inf Mtz","2020-07-10",40,617,777,22430,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.027507802050824787,0,0,724,"Crescendo 3","556|559|566|578|577|590|605|635|643|655|673|743|730|724",27,"Crescendo 2",NaN,17,14
"3ª Bda C Mec","2020-07-10",0,16,27,834,NaN,NaN,44.928161942298935,-54.61908440495,-30.997590611249997,0.019184652278177457,18.562967278098377,0.35612407248150363,18,"Diminuindo","24|22|21|19|16|15|14|13|14|15|15|14|16|18",0,"Diminuindo",NaN,22,0
"5ª Bda C Bld","2020-07-11",5,130,155,4579,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.02839047827036471,0,0,134,"Crescendo 3","94|85|95|96|108|121|133|133|149|151|152|142|139|134",5,"Crescendo 2",NaN,18,22
"14ª Bda Inf Mtz","2020-07-11",27,466,1863,40484,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011510720284556863,0,0,1409,"Crescendo 2","923|972|974|876|914|1011|1124|1191|1216|1247|1324|1368|1371|1409",14,"Crescendo 2",NaN,17,21
"AD/5","2020-07-11",23,444,534,16578,NaN,NaN,2684.835040704833,-48.940353771,-25.2165291457,0.026782482808541442,6.174681032041314,0.1653732885888734,756,"Crescendo 2","315|334|368|408|489|557|673|699|746|765|799|805|863|756",18,"Crescendo 2",NaN,11,16
"6ª Bda Inf Bld","2020-07-11",1,96,70,5299,NaN,NaN,2573.88909625037,-53.664214672499995,-29.6236634728,0.018116625778448765,2.058752262371972,0.03729764430792778,55,"Aproximadamente o mesmo","53|52|56|58|55|57|71|71|73|68|71|74|66|55",1,"Diminuindo",NaN,0,0
"AD/3","2020-07-11",1,130,214,7364,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017653449212384573,0,0,163,"Crescendo 3","150|154|155|164|159|163|165|170|162|170|175|162|162|163",3,"Crescendo 3",NaN,24,0
"1ª Bda C Mec","2020-07-11",1,53,48,1671,NaN,NaN,483.6785460654093,-55.1459490654,-28.37737602875,0.03171753441053261,3.4547738649835127,0.10957690894322332,37,"Diminuindo","52|51|55|57|50|47|54|54|51|48|49|50|42|37",1,"Diminuindo",NaN,17,20
"2ª Bda C Mec","2020-07-11",0,10,9,240,NaN,NaN,11.492996070457854,-56.216524268499995,-29.86198892635,0.041666666666666664,20.88228330791024,0.8700951378295932,6,"Crescendo 3","4|5|6|8|8|7|7|7|7|5|4|4|5|6",0,"Diminuindo",NaN,19,24
"15ª Bda Inf Mtz","2020-07-11",10,444,604,20056,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.022138013562026326,0,0,569,"Crescendo 3","493|477|546|541|622|683|734|702|742|722|694|644|617|569",14,"Crescendo 3",NaN,16,19
"8ª Bda Inf Mtz","2020-07-11",21,638,866,23293,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.027390203065298588,0,0,736,"Crescendo 3","559|566|578|577|590|605|635|643|655|673|743|730|724|736",27,"Crescendo 2",NaN,18,14
"3ª Bda C Mec","2020-07-11",0,16,19,853,NaN,NaN,46.24771048056807,-54.61908440495,-30.997590611249997,0.01875732708089097,18.44415628657781,0.34596307219841144,18,"Diminuindo","22|21|19|16|15|14|13|14|15|15|14|16|18|18",0,"Diminuindo",NaN,23,0
"5ª Bda C Bld","2020-07-12",3,133,203,4783,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.02780681580597951,0,0,154,"Crescendo 2","85|95|96|108|121|133|133|149|151|152|142|139|134|154",5,"Crescendo 3",NaN,18,21
"14ª Bda Inf Mtz","2020-07-12",12,478,980,41466,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011527516519558191,0,0,1405,"Crescendo 3","972|974|876|914|1011|1124|1191|1216|1247|1324|1368|1371|1409|1405",15,"Crescendo 3",NaN,18,21
"AD/5","2020-07-12",20,464,967,17545,NaN,NaN,2796.3278801318747,-48.940353771,-25.2165291457,0.026446280991735537,6.274299993451619,0.16593190065326593,819,"Crescendo 2","334|368|408|489|557|673|699|746|765|799|805|863|756|819",18,"Crescendo 2",NaN,11,15
"6ª Bda Inf Bld","2020-07-12",0,96,4,5302,NaN,NaN,2576.1774289536697,-53.664214672499995,-29.6236634728,0.018106374952847983,2.058088057294035,0.037264514051344275,55,"Crescendo 3","52|56|58|55|57|71|71|73|68|71|74|66|55|55",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-07-12",2,132,238,7601,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017366136034732273,0,0,186,"Crescendo 3","154|155|164|159|163|165|170|162|170|175|162|162|163|186",3,"Aproximadamente o mesmo",NaN,25,0
"1ª Bda C Mec","2020-07-12",3,56,15,1687,NaN,NaN,481.8545806276798,-55.1459490654,-28.37737602875,0.03319502074688797,3.5010562684751436,0.11621763546805457,35,"Diminuindo","51|55|57|50|47|54|54|51|48|49|50|42|37|35",2,"Crescendo 2",NaN,18,20
"2ª Bda C Mec","2020-07-12",0,10,0,240,NaN,NaN,11.492996070457854,-56.216524268499995,-29.86198892635,0.041666666666666664,20.88228330791024,0.8700951378295932,6,"Crescendo 3","5|6|8|8|7|7|7|7|5|4|4|5|6|6",0,"Diminuindo",NaN,20,25
"15ª Bda Inf Mtz","2020-07-12",7,450,571,20628,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.02181500872600349,0,0,608,"Crescendo 3","477|546|541|622|683|734|702|742|722|694|644|617|569|608",13,"Crescendo 3",NaN,17,20
"8ª Bda Inf Mtz","2020-07-12",14,652,252,23545,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.027691654279040134,0,0,741,"Crescendo 3","566|578|577|590|605|635|643|655|673|743|730|724|736|741",28,"Crescendo 2",NaN,18,14
"3ª Bda C Mec","2020-07-12",0,16,12,865,NaN,NaN,46.074406729024695,-54.61908440495,-30.997590611249997,0.018497109826589597,18.773980207434576,0.34726437377913666,18,"Diminuindo","21|19|16|15|14|13|14|15|15|14|16|18|18|18",0,"Diminuindo",NaN,24,0
"5ª Bda C Bld","2020-07-13",3,136,143,4927,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.02760300385630201,0,0,154,"Crescendo 2","95|96|108|121|133|133|149|151|152|142|139|134|154|154",5,"Crescendo 2",NaN,19,21
"14ª Bda Inf Mtz","2020-07-13",19,497,778,42224,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011770557029177718,0,0,1395,"Crescendo 3","974|876|914|1011|1124|1191|1216|1247|1324|1368|1371|1409|1405|1395",16,"Crescendo 3",NaN,18,21
"AD/5","2020-07-13",34,498,551,18096,NaN,NaN,1504.0076244772408,-48.940353771,-25.2165291457,0.027519893899204242,12.031853898539751,0.33111534269854087,796,"Crescendo 2","368|408|489|557|673|699|746|765|799|805|863|756|819|796",21,"Crescendo 2",NaN,12,14
"6ª Bda Inf Bld","2020-07-13",0,96,25,5326,NaN,NaN,2586.710435082467,-53.664214672499995,-29.6236634728,0.018024784078107398,2.0589857789127453,0.03711277408479601,53,"Diminuindo","56|58|55|57|71|71|73|68|71|74|66|55|55|53",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-07-13",7,139,172,7773,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017882413482567864,0,0,200,"Crescendo 3","155|164|159|163|165|170|162|170|175|162|162|163|186|200",4,"Crescendo 2",NaN,25,28
"1ª Bda C Mec","2020-07-13",2,58,15,1702,NaN,NaN,476.1128143480165,-55.1459490654,-28.37737602875,0.03407755581668625,3.5747830108935412,0.12181986758626638,36,"Diminuindo","55|57|50|47|54|54|51|48|49|50|42|37|35|36",1,"Aproximadamente o mesmo",NaN,19,21
"2ª Bda C Mec","2020-07-13",0,10,0,240,NaN,NaN,11.492996070457854,-56.216524268499995,-29.86198892635,0.041666666666666664,20.88228330791024,0.8700951378295932,6,"Aproximadamente o mesmo","6|8|8|7|7|7|7|5|4|4|5|6|6|6",0,"Diminuindo",NaN,21,26
"15ª Bda Inf Mtz","2020-07-13",7,458,355,20983,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.021827193442310443,0,0,596,"Crescendo 3","546|541|622|683|734|702|742|722|694|644|617|569|608|596",13,"Crescendo 3",NaN,17,21
"8ª Bda Inf Mtz","2020-07-13",22,674,190,23733,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.028399275270720094,0,0,723,"Crescendo 3","578|577|590|605|635|643|655|673|743|730|724|736|741|723",27,"Crescendo 2",NaN,19,14
"3ª Bda C Mec","2020-07-13",2,18,16,882,NaN,NaN,41.36808247604633,-54.61908440495,-30.997590611249997,0.02040816326530612,21.320785185310704,0.4351180650063409,19,"Aproximadamente o mesmo","19|16|15|14|13|14|15|15|14|16|18|18|18|19",0,"Diminuindo",NaN,24,29
"5ª Bda C Bld","2020-07-14",4,140,230,5157,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.02714756641458212,0,0,164,"Crescendo 2","96|108|121|133|133|149|151|152|142|139|134|154|154|164",5,"Crescendo 2",NaN,19,20
"14ª Bda Inf Mtz","2020-07-14",17,514,2168,44406,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011575012385713642,0,0,1493,"Crescendo 2","876|914|1011|1124|1191|1216|1247|1324|1368|1371|1409|1405|1395|1493",16,"Crescendo 2",NaN,18,21
"AD/5","2020-07-14",34,532,629,18725,NaN,NaN,1099.8792742122646,-48.940353771,-25.2165291457,0.02841121495327103,17.024595734300817,0.48368944889976156,793,"Crescendo 2","408|489|557|673|699|746|765|799|805|863|756|819|796|793",24,"Crescendo 3",NaN,12,13
"6ª Bda Inf Bld","2020-07-14",5,101,73,5404,NaN,NaN,2555.478271715794,-53.664214672499995,-29.6236634728,0.018689859363434494,2.114672646530333,0.039522934363353746,52,"Diminuindo","58|55|57|71|71|73|68|71|74|66|55|55|53|52",2,"Crescendo 2",NaN,0,0
"AD/3","2020-07-14",6,145,144,7919,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.018310392726354336,0,0,188,"Crescendo 3","164|159|163|165|170|162|170|175|162|162|163|186|200|188",4,"Crescendo 2",NaN,25,28
"1ª Bda C Mec","2020-07-14",0,58,80,1782,NaN,NaN,464.17836257502324,-55.1459490654,-28.37737602875,0.03254769921436588,3.8390415057573533,0.12495196820085662,40,"Diminuindo","57|50|47|54|54|51|48|49|50|42|37|35|36|40",1,"Aproximadamente o mesmo",NaN,20,22
"2ª Bda C Mec","2020-07-14",0,10,9,249,NaN,NaN,11.736663151153515,-56.216524268499995,-29.86198892635,0.040160642570281124,21.215570115048205,0.852030928315189,6,"Diminuindo","8|8|7|7|7|7|5|4|4|5|6|6|6|6",0,"Diminuindo",NaN,21,27
"15ª Bda Inf Mtz","2020-07-14",19,477,945,21926,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.021754994070965976,0,0,624,"Crescendo 3","541|622|683|734|702|742|722|694|644|617|569|608|596|624",13,"Crescendo 3",NaN,17,21
"8ª Bda Inf Mtz","2020-07-14",53,727,997,24734,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.02939273874019568,0,0,720,"Crescendo 3","577|590|605|635|643|655|673|743|730|724|736|741|723|720",31,"Crescendo 2",NaN,20,15
"3ª Bda C Mec","2020-07-14",1,19,23,905,NaN,NaN,38.857834526035795,-54.61908440495,-30.997590611249997,0.020994475138121547,23.29002660695427,0.4889618845658908,20,"Crescendo 3","16|15|14|13|14|15|15|14|16|18|18|18|19|20",1,"Crescendo 3",NaN,25,30
"5ª Bda C Bld","2020-07-15",0,140,49,5205,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.026897214217098942,0,0,154,"Crescendo 3","108|121|133|133|149|151|152|142|139|134|154|154|164|154",4,"Crescendo 3",NaN,19,21
"14ª Bda Inf Mtz","2020-07-15",35,549,1860,46262,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.01186719121525226,0,0,1553,"Crescendo 2","914|1011|1124|1191|1216|1247|1324|1368|1371|1409|1405|1395|1493|1553",20,"Crescendo 2",NaN,18,21
"AD/5","2020-07-15",0,532,0,18725,NaN,NaN,1099.8792742122646,-48.940353771,-25.2165291457,0.02841121495327103,17.024595734300817,0.48368944889976156,672,"Crescendo 3","489|557|673|699|746|765|799|805|863|756|819|796|793|672",20,"Crescendo 2",NaN,13,14
"6ª Bda Inf Bld","2020-07-15",2,103,76,5478,NaN,NaN,2567.184546731389,-53.664214672499995,-29.6236634728,0.018802482657904344,2.1338551632272567,0.04012177470106014,50,"Diminuindo","55|57|71|71|73|68|71|74|66|55|55|53|52|50",2,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-07-15",0,145,208,8118,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017861542251786156,0,0,180,"Crescendo 3","159|163|165|170|162|170|175|162|162|163|186|200|188|180",4,"Crescendo 2",NaN,24,29
"1ª Bda C Mec","2020-07-15",1,59,156,1938,NaN,NaN,544.647491297462,-55.1459490654,-28.37737602875,0.0304437564499484,3.558264806073533,0.10832694714052551,53,"Crescendo 3","50|47|54|54|51|48|49|50|42|37|35|36|40|53",1,"Aproximadamente o mesmo",NaN,20,23
"2ª Bda C Mec","2020-07-15",0,10,20,269,NaN,NaN,8.534121420539991,-56.216524268499995,-29.86198892635,0.03717472118959108,31.520526454260267,1.1717667826862552,9,"Crescendo 3","8|7|7|7|7|5|4|4|5|6|6|6|6|9",0,"Diminuindo",NaN,21,28
"15ª Bda Inf Mtz","2020-07-15",0,477,0,21926,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.021754994070965976,0,0,560,"Diminuindo","622|683|734|702|742|722|694|644|617|569|608|596|624|560",12,"Aproximadamente o mesmo",NaN,18,22
"8ª Bda Inf Mtz","2020-07-15",37,764,764,25500,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.02996078431372549,0,0,642,"Crescendo 3","590|605|635|643|655|673|743|730|724|736|741|723|720|642",32,"Crescendo 2",NaN,20,15
"3ª Bda C Mec","2020-07-15",1,20,31,936,NaN,NaN,42.33150084398419,-54.61908440495,-30.997590611249997,0.021367521367521368,22.11119335101526,0.4724613963892149,22,"Crescendo 3","15|14|13|14|15|15|14|16|18|18|18|19|20|22",1,"Crescendo 3",NaN,26,29
"5ª Bda C Bld","2020-07-16",1,141,24,5229,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.026965002868617326,0,0,137,"Crescendo 3","121|133|133|149|151|152|142|139|134|154|154|164|154|137",3,"Crescendo 3",NaN,20,22
"14ª Bda Inf Mtz","2020-07-16",18,567,1760,48018,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011808071973010122,0,0,1582,"Crescendo 2","1011|1124|1191|1216|1247|1324|1368|1371|1409|1405|1395|1493|1553|1582",20,"Crescendo 2",NaN,17,21
"3ª Bda C Mec","2020-07-16",1,21,31,967,NaN,NaN,43.35102992203877,-54.61908440495,-30.997590611249997,0.02171664943123061,22.30627511593207,0.4844175568092797,23,"Crescendo 2","14|13|14|15|15|14|16|18|18|18|19|20|22|23",1,"Crescendo 3",NaN,26,30
"AD/5","2020-07-16",0,532,0,18725,NaN,NaN,1099.8792742122646,-48.940353771,-25.2165291457,0.02841121495327103,17.024595734300817,0.48368944889976156,545,"Aproximadamente o mesmo","557|673|699|746|765|799|805|863|756|819|796|793|672|545",18,"Crescendo 2",NaN,14,15
"6ª Bda Inf Bld","2020-07-16",2,105,114,5593,NaN,NaN,2563.874174856323,-53.664214672499995,-29.6236634728,0.01877346683354193,2.18146430696562,0.0409536478153746,56,"Aproximadamente o mesmo","57|71|71|73|68|71|74|66|55|55|53|52|50|56",2,"Crescendo 2",NaN,0,0
