ibgeID,centroid_long,centroid_lat,lon,lat,populacao
4301875,-57.33542872807264,-30.151513732823595,-57.5505128,-30.208947,4215
2933158,-41.03042580423454,-11.121484930104852,-40.9456569,-11.2527934,12697
5219258,-51.17157298521845,-15.667630961277768,-51.1018204,-15.7705927,5459
2910776,-44.23225284746753,-14.131754706532712,-44.2822314,-14.2117024,5665
2906709,-41.26946634498275,-15.355072146292054,-41.2391141,-15.5037649,25189
3521705,-49.142207760370276,-23.86978850017534,-49.1398926,-23.8621345,17556
5107263,-57.34424733168904,-14.450903241687431,-57.0005399,-14.4946985,3146
2921450,-40.764086061343335,-14.167833431111932,-40.7661915,-14.2401367,8641
3546405,-49.56901216690836,-22.809338194585152,-49.6277378,-22.9060715,47673
3169703,-42.839941875910355,-17.244567440552213,-42.7312574,-17.286102,19964
4317608,-50.55934164714863,-29.87277474589672,-50.517489,-29.826768,42894
3304755,-41.13464830137254,-21.418269742914216,-41.1118362,-21.4743369,42205
2209302,-44.1056593113489,-9.045110327785823,-41.9814206,-5.3868483,5860
3161304,-49.85938458810868,-19.796741634365656,-49.773889,-19.863056,6238
5219308,-50.578700224874154,-17.801572129733827,-50.5976641,-17.8115199,38648
3160405,-45.292304950784306,-20.083089808181867,-45.290555,-20.086944,28243
2113009,-45.312492387602994,-4.243955201206309,-45.2417582,-4.2885303,31523
1713957,-48.786977989121816,-7.003904828775745,-48.609135,-7.14669,3551
1722107,-48.45144027646349,-6.545339685271518,-48.5336069,-6.4084693,11540
4108502,-51.39196334070899,-26.47259930902491,-51.3146691,-26.422982,13710
2112852,-48.08060091495818,-5.074849297980147,-48.1377908,-5.1879409,13392
3549904,-45.92852162992067,-23.09059033130287,-45.8872969,-23.1805011,721944
5212956,-50.77462350731439,-15.377477718032573,-50.749268,-15.4357441,4351
4202602,-49.5633654307589,-27.785005296917962,-49.486994,-27.798993,9966
5221577,-49.966133203320425,-14.149657399560384,-49.9195999,-14.2842502,2854
3507902,-48.08125359773002,-22.273352164555167,-48.1267265,-22.2840884,24403
2925709,-41.72417995690517,-14.69857665489818,-41.6770097,-14.685696,12338
2304202,-39.48744341198733,-7.236468923804629,-39.4149236,-7.2369112,132123
3302205,-41.89500330360752,-21.22462291684941,-41.88801,-21.2048,103224
2607000,-37.84646649028339,-8.808278166720491,-37.8244194,-8.9011209,23247
1701309,-48.63307504387867,-6.946116621185518,-48.525488,-7.1654101,5758
3304201,-44.48480420952347,-22.440678617346727,-44.4463494,-22.4683626,131341
3134608,-43.718188535464,-19.440697916156722,-43.745277,-19.521667,20143
